ID HP MP STR INT CST
04741 91280 05802 86123 71122 82944
04742 09814 04620 33930 76416 69915
04743 49282 36666 10200 01011 06000
04744 80310 76341 07253 25434 16494
04745 31770 72936 89191 97455 16835
04746 59212 25675 73111 41683 12703
04747 90633 48603 42426 16397 01090
04748 45133 96440 46569 89912 92527
04749 82122 44320 83937 39920 82825
04750 42831 80335 78276 35837 15752
04751 80817 82612 07010 80297 67483
04752 47774 16453 59797 59467 09280
04753 95940 83860 09450 47890 49407
04754 04158 19691 65463 47280 37219
04755 43358 33631 49130 44773 22394
04756 86383 85745 49548 44417 71511
04757 24077 77596 88865 39152 55884
04758 80287 45783 64693 44945 17887
04759 80703 22118 46013 72122 08295
04760 50212 38412 84771 94612 64955
04761 44643 14845 98466 73923 20677
04762 14199 77424 12428 40753 10296
04763 18912 40116 12359 08479 32023
04764 91737 40023 44578 34376 95468
04765 02688 44267 69286 19101 57837
04766 75987 02937 65594 81977 58081
04767 31686 71761 40623 65068 02647
04768 09016 56336 33075 12555 25583
04769 26128 23424 26134 21014 81710
04770 01248 82379 40422 62852 94766
04771 63736 59059 92317 71185 68066
04772 67628 92275 24926 49677 80264
04773 30862 74944 04971 87622 08972
04774 09577 40483 87490 05700 14179
04775 52689 23860 77411 80486 07778
04776 03146 03958 19224 35001 35908
04777 36995 06445 27587 20593 56360
04778 56173 03875 24561 63841 27695
04779 77906 66517 96447 69689 81245
04780 72069 22701 83532 43313 02919
04781 22130 93496 71614 64606 97220
04782 48895 47234 55989 34855 83785
04783 87456 84517 44669 94307 98078
04784 59780 19296 66856 51746 64998
04785 40135 73374 65960 86966 71673
04786 64201 36500 44333 13077 68947
04787 33977 36544 55410 36574 53635
04788 16076 94199 76577 60758 50042
04789 77722 32228 52241 87196 37633
04790 48567 79070 04593 75264 07445
04791 02632 70959 96497 67716 76023
04792 97923 91724 92679 30669 98331
04793 79767 47258 62042 19957 57622
04794 10255 38767 40920 00602 02448
04795 91471 23378 00754 54105 39460
04796 67102 10985 48998 14036 88377
04797 64790 47868 79509 53647 25680
04798 52659 46636 54998 41407 37608
04799 69167 88875 30276 33957 14744
04800 59253 30997 69591 87373 37201
04801 00100 74109 43411 21065 35352
04802 00309 36053 79330 56798 32904
04803 06704 37584 80080 03736 84788
04804 15904 26039 69987 53270 29621
04805 85566 29564 05837 84277 43646
04806 78135 15616 46393 09882 29869
04807 03666 23351 83730 13221 05863
04808 43125 87038 14662 25241 57574
04809 09837 43773 10620 80289 61700
04810 75416 17211 52312 78914 34075
04811 03970 31247 23671 68327 90641
04812 94732 11921 01573 33507 73769
04813 89437 74422 03793 39376 91346
04814 92975 21440 48781 49877 31314
04815 45257 22482 18945 91095 41415
04816 34446 65465 53070 07048 31578
04817 66540 18956 41777 57128 39187
04818 88892 45976 30747 94901 98053
04819 10300 20928 08919 63261 45206
04820 08584 88779 09606 66043 96705
04821 28533 43031 11178 47583 40786
04822 88462 06736 95352 44321 83854
04823 54787 57026 45794 93788 75206
04824 52188 64548 33159 49665 74629
04825 82591 10928 88190 38556 42342
04826 41618 88586 56637 64751 17702
04827 27159 35066 72990 90481 07680
04828 98237 01860 00552 61681 85532
04829 77828 00722 88423 62412 05154
04830 13876 41103 51404 24707 17679
04831 81719 12706 33346 10780 89798
04832 46798 96522 49580 77736 99372
04833 57407 54139 95941 36555 23298
04834 29309 70392 98292 32867 25429
04835 71708 97030 81139 51533 80801
04836 05802 61595 37214 71775 80077
04837 81842 50115 94315 34999 50657
04838 51704 34823 08564 92345 99288
04839 23827 54483 55616 33505 84700
04840 29793 57746 32607 51046 84471
04841 18419 48848 20687 81334 19536
04842 22010 37022 43260 32002 66149
04843 26368 00109 65236 66498 85073
04844 85735 07903 80206 56061 70435
04845 82602 58173 48121 50721 87435
04846 56419 97720 95398 86299 35985
04847 57357 07010 17564 97793 27148
04848 74746 41672 71028 77589 66413
04849 54243 87882 24595 37142 73147
04850 86422 41563 45526 94482 36458
04851 36412 91866 15426 56182 32410
04852 50546 75752 38451 64090 91454
04853 73546 12070 28521 60305 43258
04854 15271 86260 45104 88220 47924
04855 21194 84707 28233 18867 21732
04856 45016 48852 41794 17259 89999
04857 38844 17836 90147 67376 35231
04858 18988 98545 78317 99915 18462
04859 79323 87775 97141 06718 01112
04860 81073 40151 47234 32649 79842
04861 06333 57766 99903 48473 14840
04862 91244 39343 08264 49043 86620
04863 24850 31384 01718 01162 47856
04864 74601 67903 12479 74084 94760
04865 73617 89398 73107 75066 42414
04866 89237 80874 58485 17094 50241
04867 33958 88105 00214 98745 73545
04868 27035 25837 43461 48728 63134
04869 79507 01302 23220 01297 47009
04870 42152 23007 42457 68239 57914
04871 45626 12811 37895 38031 05209
04872 69930 89949 47495 86896 33426
04873 02765 97245 23876 95104 25517
04874 86306 66232 63434 23321 48907
04875 37958 49374 13448 27159 65098
04876 67883 74077 84140 05146 89723
04877 15886 21616 33240 72330 61802
04878 74620 56464 26648 21064 21988
04879 62661 18183 64857 27699 16207
04880 88180 14591 35686 95288 39934
04881 36500 36603 54031 92369 13005
04882 35280 89251 60063 31930 13365
04883 01783 87702 20551 58786 23128
04884 12095 88495 37237 48755 97998
04885 87304 24156 13356 29189 18959
04886 91378 90678 35450 61133 81792
04887 57657 66533 06252 56220 73646
04888 03394 72465 06566 55472 55551
04889 20362 72064 40364 35452 83318
04890 64469 66826 92576 04794 98930
04891 15043 14926 98141 68085 68439
04892 30493 08974 09718 23922 82350
04893 51954 90956 29051 22146 02417
04894 23057 68518 19390 48688 10328
04895 93268 43144 07530 82760 47205
04896 95899 19175 92033 79200 39731
04897 98330 12014 80336 19370 34762
04898 25957 25137 26368 83917 39953
04899 48734 58214 48528 88426 95981
04900 84925 28076 17705 49039 49223
04901 83237 07100 44512 73550 26405
04902 14765 29902 30316 69935 15071
04903 57762 81675 99082 87407 40194
04904 89130 93885 01716 28420 59064
04905 01969 87131 80981 04045 01983
04906 83809 94152 37876 26297 46208
04907 70809 35149 83894 59316 83860
04908 06225 15297 77143 71793 23639
04909 29527 63059 78642 98464 80314
04910 84668 16289 38146 74457 24271
04911 79958 55569 79683 29209 42685
04912 26773 90203 77316 45713 35948
04913 66012 93994 06326 57340 82544
04914 61824 46317 82917 49696 42908
04915 67157 89046 72429 01195 95858
04916 75896 82236 62889 66377 93250
04917 58275 52533 96568 20999 06129
04918 89483 46671 02696 43061 10738
04919 81338 44182 65283 80103 65870
04920 84799 05237 96953 14006 74636
04921 17637 98661 00485 81209 96369
04922 32635 38158 08039 52771 09948
04923 62057 80007 93961 40446 99926
04924 81698 36330 28925 54199 24007
04925 47382 02430 94779 23109 74735
04926 68950 28709 42178 88666 53744
04927 50854 79432 04409 32931 25575
04928 23768 53643 88822 53883 74914
04929 23783 44828 75825 64535 26896
04930 35205 48729 24757 58265 21275
04931 39856 08298 20932 26674 59236
04932 91237 65997 40811 58028 27790
04933 44486 04761 11155 64521 23612
04934 53243 08233 22933 80481 91937
04935 55773 15204 39865 06856 46691
04936 74122 95561 45231 56530 45463
04937 67843 97585 53952 42622 73136
04938 20495 75453 67452 01257 16420
04939 68866 01627 59445 25827 09305
04940 84280 39814 63792 75824 91225
04941 88943 17575 65793 91157 77198
04942 21891 02030 56020 18347 59781
04943 95862 44252 59904 98517 82090
04944 07050 09156 10500 67299 08760
04945 40416 26024 77915 13408 88733
04946 71526 59256 72763 41022 97361
04947 85467 97061 18268 23200 79511
04948 95550 14522 29570 57882 41198
04949 98862 92677 79234 08182 91700
04950 19564 68450 94566 71735 28526
04951 96245 74779 46207 25028 78110
04952 85356 92418 40261 77712 11446
04953 17598 33266 65193 83951 16742
04954 96544 08847 46188 41929 71172
04955 12958 33840 77345 27872 14647
04956 19380 32813 48429 45305 14709
04957 19520 64217 64909 02361 20454
04958 97344 05675 26440 79992 09743
04959 77411 32943 24653 33250 46230
04960 74532 77997 06406 08086 05929
04961 38732 05787 42652 48370 16257
04962 94406 16474 48364 74839 62400
04963 50127 31439 88176 19324 58066
04964 32018 48791 53710 31326 11770
04965 37368 52811 30930 75514 78098
04966 17979 60307 85748 62986 49410
04967 84997 50687 47830 83433 41433
04968 52185 09855 33267 52781 70087
04969 98814 04821 73418 37816 42739
04970 58080 60001 15855 33259 15339
04971 33002 36200 46997 09560 95713
04972 14827 09268 90913 44890 17312
04973 54885 18477 63009 14835 67022
04974 89729 95401 12096 39881 55417
04975 39693 43874 69066 42807 02331
04976 89221 00178 20664 01422 82021
04977 33866 23442 98653 41230 37107
04978 03656 02440 21295 61884 38456
04979 15423 86788 94856 42924 09478
04980 54899 99287 75507 18049 14128
04981 44356 75880 47198 70342 94736
04982 11770 84667 83352 24044 03286
04983 42299 80111 21577 96220 90031
04984 37795 00119 79279 49883 92204
04985 90879 00629 90421 41051 00494
04986 61529 77650 83043 07298 41253
04987 87230 05095 86948 96020 53600
04988 46898 23673 79682 47252 41319
04989 79755 12914 69909 81193 15172
04990 34468 37574 85350 28092 81196
04991 73548 90981 97240 09787 17720
04992 44751 44963 72002 04855 38807
04993 79761 79078 70018 08963 73426
04994 34130 84963 74558 08667 17124
04995 52800 77593 75220 78282 17225
04996 04524 22360 68773 36978 63997
04997 68044 07726 03303 28524 62256
04998 16008 83753 18364 87735 79884
04999 68230 87128 95501 29386 41212
05000 52552 24457 21014 32704 70546
05001 18477 13674 24549 99788 73339
05002 90083 86376 54353 37918 61356
05003 95043 43846 33381 88214 75137
05004 03497 54144 12486 61877 95979
05005 29121 07525 25194 23878 15843
05006 93668 43678 41774 47529 21914
05007 78968 22342 49951 95326 64810
05008 83010 82825 52058 36439 93432
05009 63479 95452 91797 75259 90427
05010 88495 90272 48835 18753 30211
05011 08850 71795 21995 36498 62696
05012 81375 78564 48599 19317 71043
05013 92630 73610 13414 51196 11419
05014 79993 91806 72639 33537 73542
05015 93328 11763 91140 42037 26555
05016 36396 65370 74841 31301 37420
05017 47409 70738 95804 55780 56260
05018 58581 80312 37100 78804 89164
05019 32341 84696 30501 63035 02676
05020 24184 09385 24848 72935 87090
05021 21949 49446 63758 40185 75013
05022 47335 96934 04646 74793 87263
05023 05523 83927 63922 34006 70138
05024 03172 54486 50236 82310 86434
05025 68128 33033 02770 26612 92064
05026 90335 58791 68139 60553 13500
05027 41261 35833 78469 41797 66471
05028 91190 11448 46391 37919 58820
05029 67840 12842 32831 26021 68251
05030 94871 69752 14347 45361 99674
05031 92541 02368 77831 82146 42011
05032 51417 61009 79584 11124 63500
05033 12811 23320 02885 19566 35175
05034 60892 49217 77427 25635 79988
05035 56671 08086 22564 02539 97452
05036 46728 70041 31180 52948 31021
05037 57927 68787 77266 65012 44426
05038 30233 54822 62490 00629 03474
05039 43886 82316 84910 80141 55945
05040 39668 53675 04942 21652 35689
05041 70611 06705 08836 14794 91096
05042 71531 83345 90001 75466 34138
05043 91249 39297 97408 41549 00473
05044 52781 19147 21749 17231 11033
05045 69915 18776 71505 10815 49619
05046 29489 19406 16375 58072 06671
05047 54720 94521 56326 41513 07144
05048 62545 21227 79977 30510 93886
05049 65312 95722 29513 48060 67597
05050 34031 94444 91268 47485 55654
05051 98959 78922 50189 47629 61498
05052 45898 58843 06853 15459 13643
05053 23186 63622 08363 71729 45532
05054 02947 73817 61265 31002 47104
05055 03538 07574 81000 13459 67302
05056 89371 74908 03342 33350 16678
05057 22362 36366 75389 68770 69833
05058 35557 37830 82127 89962 76261
05059 62711 64383 19408 48513 12976
05060 16494 91116 61779 53791 09589
05061 89843 67685 06742 28531 39131
05062 13269 42360 70693 72905 58688
05063 69493 03901 33732 00641 04666
05064 75004 54881 06915 97586 86575
05065 63359 13323 95066 35202 73788
05066 32608 63124 65401 06171 07139
05067 64855 37081 14963 26223 81254
05068 76956 63430 22501 96692 27365
05069 39842 91113 57593 02417 95379
05070 40235 28515 54161 32793 41994
05071 93485 82894 57308 46362 24078
05072 17697 51511 41688 41840 46628
05073 37722 28487 01406 85358 29663
05074 54254 41659 25312 61549 37894
05075 65368 95887 01660 51170 42786
05076 25346 13490 26105 86038 07396
05077 57238 98257 34243 15463 22452
05078 25105 80833 90347 19186 04257
05079 23907 56220 88780 47551 39350
05080 54567 03588 47834 82802 03714
05081 17031 82931 54903 95733 17749
05082 95474 91139 09198 42777 13556
05083 30994 56667 50573 98592 76763
05084 54365 28536 84405 25962 95866
05085 96073 68415 59351 00881 75147
05086 84688 12594 16173 49795 98690
05087 46326 15760 39337 79046 48406
05088 45116 79228 49999 89836 43607
05089 65497 53812 24949 73522 38632
05090 07263 31915 75027 13166 23438
05091 66717 93477 86390 10719 96086
05092 90908 77405 54706 59850 47444
05093 54287 61118 84610 22343 07383
05094 72786 01510 95841 49843 47567
05095 68563 13906 30607 87483 32207
05096 65346 46127 62685 80208 25056
05097 81044 95429 29831 47167 75863
05098 37947 43680 57001 68156 58482
05099 35010 76109 91904 34849 60015
05100 87689 72199 53732 34293 46149
05101 35925 24828 79295 41540 41099
05102 14943 78856 79959 30658 84980
05103 76439 45848 47865 22399 87806
05104 24614 23529 95926 31628 53321
05105 05316 75916 73685 08736 67946
05106 61165 12860 31125 59359 53387
05107 44307 39416 40343 72565 20102
05108 13685 37573 53675 79219 93269
05109 39841 27381 41636 35869 59480
05110 39378 36438 17224 78961 09637
05111 48697 03508 68217 39360 38468
05112 04013 34904 17876 02858 67855
05113 11001 51280 87650 30264 36440
05114 37629 55988 48111 52097 69626
05115 21483 95261 69905 14432 29553
05116 22114 59488 88953 77550 72247
05117 99982 25335 38219 19833 51473
05118 31797 68141 97742 97854 36910
05119 34269 62657 63123 59760 54102
05120 16560 84346 52921 87351 87938
05121 16197 89117 31515 82877 67206
05122 42801 45174 02965 67718 42218
05123 52257 21329 96640 02647 59967
05124 39081 87646 49032 02158 22804
05125 77341 33626 49575 86506 52182
05126 03026 25116 06666 41677 59696
05127 20487 80576 57652 99006 03079
05128 32347 64200 74141 36515 70173
05129 70103 24247 70650 20459 26259
05130 39239 12675 66147 68827 03588
05131 71294 03364 74128 77283 54902
05132 03318 44500 35823 40807 57220
05133 84565 07969 82683 46889 91849
05134 27645 34689 64749 32564 04863
05135 79990 70553 77734 98412 18968
05136 91367 28851 32563 07189 86023
05137 87688 35806 88187 37452 18241
05138 81714 95186 52386 11688 67550
05139 20120 72107 53280 53907 38556
05140 67075 37667 93133 90444 49037
05141 01081 04132 99855 98914 31718
05142 95485 13791 48688 46335 60743
05143 61034 88804 39306 12378 83623
05144 04553 51879 41430 04677 35051
05145 08051 10031 73783 83283 30664
05146 68023 82131 61695 80511 58331
05147 63589 79865 53710 01252 36846
05148 40521 86763 01834 75411 40640
05149 57501 24984 43840 01489 72927
05150 35962 32459 62469 45054 14675
05151 70087 02553 45368 77285 58402
05152 83817 46708 99224 97011 10405
05153 57754 72430 66311 09005 83996
05154 60954 51565 30734 36121 53254
05155 80192 04648 47704 10963 17829
05156 95550 26971 24895 13482 31056
05157 19079 13561 56186 33468 14063
05158 08656 43971 44730 54344 53044
05159 96131 26274 29933 42375 57592
05160 05314 64827 31537 90280 61941
05161 84892 97602 19963 22797 37930
05162 23353 09052 60077 40897 68822
05163 05137 77616 64661 35237 65612
05164 08537 77247 20346 23728 84081
05165 14442 35268 34650 06026 56113
05166 70790 99101 89911 26407 08918
05167 97145 66262 82817 21121 33920
05168 79179 29552 98811 31114 11819
05169 34033 10110 40490 59014 80590
05170 61417 57383 79437 55227 39365
05171 17773 20288 59823 32835 96286
05172 21282 13242 60795 65715 03127
05173 51216 57985 83280 56803 95657
05174 27445 63540 61135 30927 50592
05175 06110 28760 34658 68788 40942
05176 60220 35075 62748 75421 82548
05177 18275 03527 29083 52575 38212
05178 58377 40333 10525 44544 94787
05179 98009 78070 47193 14212 01899
05180 74545 33052 97390 57387 21378
05181 32846 07573 59712 68221 39094
05182 05632 30709 70106 78911 26784
05183 03048 38535 65366 05009 66512
05184 94343 08574 40592 84192 01823
05185 64144 34051 58140 13553 00887
05186 25470 68032 63210 03228 31389
05187 14260 44448 37816 54198 05393
05188 35185 05749 74278 15221 65908
05189 11724 16554 90353 48870 51185
05190 69053 76762 32959 95922 80046
05191 38621 74784 25825 72778 85033
05192 80569 61890 95887 35271 83468
05193 85634 04447 03852 24900 78677
05194 01734 07120 19240 18999 90509
05195 11652 86299 35126 42758 36639
05196 82846 55089 51943 18843 41315
05197 30922 43571 10899 66334 09592
05198 18641 22186 79008 12195 59919
05199 38590 97076 51138 87030 02207
05200 20141 88783 69984 20596 89799
05201 92235 78519 89271 79772 07552
05202 15417 25180 38578 62878 18807
05203 86168 23664 71462 57133 88097
05204 53909 04587 76533 40726 78241
05205 97379 78716 75246 66698 73095
05206 36786 53160 65454 12143 90136
05207 13018 58029 25625 72662 77094
05208 96197 46608 77458 08524 43962
05209 23711 75406 76648 14349 46676
05210 41386 22774 18844 35687 45115
05211 75803 39256 17416 59418 95088
05212 72003 55644 28372 09538 54987
05213 81127 18355 40681 31580 23032
